#CODE;ENGLISH;;;;;;;;;;;;;x
# Events
dw_hvevents03;A named NPC from the Heroes and Villains mod has died.\n  If it is someone you recruited, you should be able to now recruit a replacement.;;;;;;;;;;;;;x
dw_hvevents03a;Understood.;;;;;;;;;;;;;x
dw_hvevents10;The world is entering an age of extremes. A complacent middle ground is beginning to vanish, leaving two extremes.\n  On one extreme, you've individuals who have decided that they shall achieve what they wish using any means necessary. Be it monetary greed, a simple lust for power, or something more complex. These individuals are recognized as Villains.\n  Then you've those who've risen in opposition. These Heroes are typically known for their fairness, the value of their word, and commonly serve as protectors.\n  With the world already filled with conflict, will these individuals cause the fall of humanity, or shall they prevent it?;;;;;;;;;;;;;x
dw_hvevents10a;Become a hero;;;;;;;;;;;;;x
dw_hvevents10b;Become a villain;;;;;;;;;;;;;x
dw_hvevents10c;I shall avoid choosing sides for now.;;;;;;;;;;;;;x
dw_hvevents20;I invoke the hidden powers that shape this world! Heed my call and shape thine destiny as I dictate!\n\n  Respawn: When a non-generic NPC made by this game dies, certain flags get cleared that allow the method used to get them previously, to happen again. Allowing recruited characters to be recruited again, and those who came via events to potentially be found through those events again.\n  This is on by default. Turning Respawn off, means that once a non-generic NPC dies, they're gone for good. Once off, anyone who dies is still lost forever. Turning it back on is NOT retroactive, so prior dead are still gone. Turning it back on, only provides respawn capability for those still alive or as of yet unobtained.\n\n  Bestiality is turned OFF by default. Turning it on, means those events may trigger. With it off, they won't. Note - this trigger is for this mod's content only. It doesn't stop another mod with such content from activating.;;;;;;;;;;;;;x
dw_hvevents20a;Turn OFF respawn;;;;;;;;;;;;;x
dw_hvevents20b;Turn respawn back ON;;;;;;;;;;;;;x
dw_hvevents20c;Turn ON bestiality;;;;;;;;;;;;;x
dw_hvevents20d;Turn OFF bestiality;;;;;;;;;;;;;x
dw_hvevents20e;More settings.;;;;;;;;;;;;;x
dw_hvevents20f;All done (Exit).;;;;;;;;;;;;;x
dw_hvevents21;Symbiotes and/or Tentacle-kin are ON by default. If you don't want parasitic, corruptive entities spreading themselves among mankind, then turn it off. Or, if you turned it off, you can turn it back on to enable the spread once more. If you already have them running amok in your game world, and you want to switch it off, just give it a little time. If turned off, a decision will become available for any characters with the trait, and they'll remove it themselves. It's like you're a super mage of some kind that just purged the world of this disease!\n\n  Therianthropes are also ON by default. What's a Therianthrope? Well, it's a human with some animal spirit blood in them. Those who embrace this side of themselves can take an animal like form.  A werewolf is a type of therianthrope. If you have this set to off, some heroes or villains may be excluded (for example, Beast Boy).;;;;;;;;;;;;;x
dw_hvevents21a;Turn Symbiotes/Tentacle-Kin OFF.;;;;;;;;;;;;;x
dw_hvevents21b;Turn Symbiotes/Tentacle-Kin ON.;;;;;;;;;;;;;x
dw_hvevents21c;Turn Therianthropes OFF.;;;;;;;;;;;;;x
dw_hvevents21d;Turn Therianthropes ON.;;;;;;;;;;;;;x
dw_hvevents22;Demon-kin are ON by default. Turning this off may disable some heroes or villains (for example: Raven)\n\n  This mod has Wizard Towers you can build. So does Dark World Fantasy. I've got specific functionality tied to mine, and what I created in Dark World has been expanded upon from what I understand. If you don't want to see this mod's Wizard Towers - and you don't care about the functionality they add, then you can turn them off as Wizard Towers are ON by default.\n\n  There are no other potential settings at this time, although more may come in the future.;;;;;;;;;;;;;x
dw_hvevents22a;Turn Demon-Kin OFF.;;;;;;;;;;;;;x
dw_hvevents22b;Turn Demon-Kin ON.;;;;;;;;;;;;;x
dw_hvevents22c;Turn Wizard Towers OFF.;;;;;;;;;;;;;x
dw_hvevents22d;Turn Wizard Towers ON.;;;;;;;;;;;;;x
dw_hvevents1020a;A new rival for the Vulture.;;;;;;;;;;;;;;x
dw_hvevents1030;One thing that irks me about heroes is how self righteous they can be. I rule my people. My country operates through laws that I've a hand in implementing.\n  Yet you still have these self proclaimed heroes who somehow take issue with what I do. And then you've the really foolish ones, like Batgirl here, who feel justified in assaulting me within my own realm. Unfortunately for her, I'm more capable than she imagined.\n  I squat down, looking at the blood flowing out from between her fingers, her fear clearly in her eyes as she looks at my blade. I smile, and ask what she hoped to accomplish.\n  "You're a monster. The people will be freed from your tyranny. If not by my hand, it'll be by someone else."\n  Typical. Sure, some of my decisions are met with more distaste than others, but even the legendary King Arthur had people who disagreed with some of his actions. It just comes with the job of being a ruler.\n  Anyway, it's pointless to try and get that through her head at the moment. So I stand, let out a sigh, and ponder what to do with Batgirl now.;;;;;;;;;;;;;;x
dw_hvevents1030a;Leave her.;;;;;;;;;;;;;;x
dw_hvevents1030b;Finish her.;;;;;;;;;;;;;;x
dw_hvevents1030c;Imprison her.;;;;;;;;;;;;;;x
dw_hvevents1040;I'm relaxing when Harley comes wandering in. As normal, her attire has changed once again. This time she's adorned with a variety of gadgets, as well as an interesting looking monocle eye patch.\n  "Hey boss [ROOT.GetGirlWomanBoyMan]. What'cha think o' my new look?"\n  I give her my opinion, and then ask what the gadgets do. Motioning towards the smoking gadget on her wrist as I ask.\n  "Oh this stuff? It's fer show mostly. Wrist has a little bowl with an ember and some tobacco. It don't do anything other than look cool. Am I right? This thing is da real deal tho."\n  She taps her monocle eye patch.\n  "It like lets me zoom in and see stuff. I just gotta turn it here, like this. It's been helpful already, bein' decent at reading lips an' all."\n  Interesting. Some definite value with that. Of course, I'll now need to cover my mouth if I'm sharing something I don't want Harley to learn about, but I suppose the trade off is worth it. As a more proficient Harley Quinn can only further benefit me.;;;;;;;;;;;;;;x
dw_hvevents1040a;Good to hear Harley.;;;;;;;;;;;;;;x
dw_hvevents1050h;I'm relaxing in the lounge, having just finished seeing one of my lovers, when Harley walks into the room. Seeing me, she dashes over and I prepare for to receive her affection.\n  She shrieks out her customary cry of 'Puddin' as she bounds over, full of her normal energy, which leaves me wondering if I'll be able to handle her so soon after the visit from my prior lover.\n  As she stops short, my concerns leave my head, as in one quick motion, she slams me across the head with her club. My vision threatens to fade out, as I try to get an arm up to defend myself.\n  "Puddin! You've been a bad [ROOT.GetGirlWomanBoyMan]."\n  The club comes down again, bursting past my weakened defense.\n  "I never said I had to be your only one, and the occasional shag partner is alright, but to have so many regular lovers. I just feel like you're not appreciatin' me like ya should."\n  I fumble to get words out to defuse her assault, but she slams the club into my side and I sprawl across the floor.\n  "I came ta you, even wit cha bein' a hero. I thought ya'd treat me better.";;;;;;;;;;;;;;x
dw_hvevents1050v;I'm relaxing in the lounge, having just finished seeing one of my lovers, when Harley walks into the room. Seeing me, she dashes over and I prepare for to receive her affection.\n  She shrieks out her customary cry of 'Puddin' as she bounds over, full of her normal energy, which leaves me wondering if I'll be able to handle her so soon after the visit from my prior lover.\n  As she stops short, my concerns leave my head, as in one quick motion, she slams me across the head with her club. My vision threatens to fade out, as I try to get an arm up to defend myself.\n  "Puddin! You've been a bad than bad [ROOT.GetGirlWomanBoyMan]."\n  The club comes down again, bursting past my weakened defense.\n  "I never said I had to be your only one, and the occasional shag partner is alright, but to have so many regular lovers. I just feel like you're not appreciatin' me like ya should."\n  I fumble to get words out to defuse her assault, but she slams the club into my side and I sprawl across the floor.\n  "I know we villains do things others see as wrong, but I thought ya'd treat me better. Don't cha respect ma love?";;;;;;;;;;;;;;x
dw_hvevents1050a;This is going to hurt.;;;;;;;;;;;;;;x
dw_hvevents1050b;I compel you to stop!;;;;;;;;;;;;;;x
dw_hvevents1051;I try to defend myself. To get Harley away from me. Her attack is viscous, and I'm too shaken to properly recover.\n  WHACK!\n  "Hahaha. It hurts lover. Can ya feel my pain inside?"\n  WHACK!\n  I curl into a fetal position and do my best to cover my head. I'm barely holding onto consciousness. Where are my guards?\n  WHACK!\n  "Whew. I think I feel betta finally. Thanks fer lettin' me get that off my chest."\n  Sure enough the assault seems to have stopped. I relax, and groan from the throbbing pain.\n  "Well, I suppose we're splitsville. At least fer now. Maybe look me up in da future if ya decide to do right by me.";;;;;;;;;;;;;;x
dw_hvevents1051a;That's going to leave a mark.;;;;;;;;;;;;;;x
dw_hvevents1052;Harley's eyes seem to glaze over as she stops mid-swing. I pull myself up and check quick to ensure that I've no serious damage.\n  I should be alright, but any more and I would have been injured, if not killed by this psycho bitch. So, she's alright with me screwing around, but she wants me to keep the number of my regular relationships to a minimum? Bah, trying to figure out how her mind works isn't worth the headache.\n  As it is, I've some simple choices. Do I send her away and forget about this little outburst. Or I can break up with her before sending her off, to not risk a repeat. I could also break her mind further than it already is. If anything, she should worship me so much that she'd never consider doing such a thing again. Or perhaps I'll just have her march herself down to the dungeon for a bit, so she can cool off behind bars for a bit.\n  Decisions, decisions...;;;;;;;;;;;;;;x
dw_hvevents1052a;Get out Harley.;;;;;;;;;;;;;;x
dw_hvevents1052b;We're no longer lovers you psycho.;;;;;;;;;;;;;;x
dw_hvevents1052c;You shall be obedient.;;;;;;;;;;;;;;x
dw_hvevents1052d;Off to the dungeon with you.;;;;;;;;;;;;;;x
dw_hvevents1060f;I'm wrapping up some paperwork when Harley comes sliding into the room. She's looking a little more mischievous than normal, certainly some kind of new idea she's got.\n  "Hey boss [ROOT.GetGirlWomanBoyMan]. Do you like me?"\n  I'm a little surprised by the question. I begin considering what exactly she means by her question when she helps clarify.\n  "Come on boss [ROOT.GetGirlWomanBoyMan]. It's not that hard. Am I someone you'd like to snuggle wit'? Not in like the friends wit' benefits sort o' way. I'm talkin' about somethin' deep. Like I look in yuir eyes, ya look in mine. Ya know, lovers."\n  I sit back and take a good look at Harley. She's fidgeting a bit. Her normally boundless energy carrying a clear nervous edge to it.\n  "And I know dat some would see it as weird, us both bein' chicks an all, but dat don't bother me. If it got too bad, I'd just take ma club to em anyhow."\n  Harley's question aside, there are those that would view our being lovers with distain should it get out. Not that it would influence my answer anyway.\n  I meet Harley's gaze and give her my reply.;;;;;;;;;;;;;;x
dw_hvevents1060m;I'm wrapping up some paperwork when Harley comes sliding into the room. She's looking a little more mischievous than normal, certainly some kind of new idea she's got.\n  "Hey boss [ROOT.GetGirlWomanBoyMan]. Do you like me?"\n  I'm a little surprised by the question. I begin considering what exactly she means by her question when she helps clarify.\n  "Come on boss [ROOT.GetGirlWomanBoyMan]. It's not that hard. Am I someone you'd like to snuggle wit'? Not in like the friends wit' benefits sort o' way. I'm talkin' about somethin' deep. Like I look in yuir eyes, ya look in mine. Ya know, lovers."\n  I sit back and take a good look at Harley. She's fidgeting a bit. Her normally boundless energy carrying a clear nervous edge to it.\n  "I'm ready to be ya little monster... Daddy. Unless that's just too weird."\n  I meet Harley's gaze and give her my reply.;;;;;;;;;;;;;;x
dw_hvevents1060a;Oh yes. You're my kind of crazy.;;;;;;;;;;;;;;x
dw_hvevents1060b;Not now, thanks.;;;;;;;;;;;;;;x
dw_hvevents1060c;Don't bring this up with me again.;;;;;;;;;;;;;;x
dw_hvevents1070;I had the most enlightening dream. In it, my mind's eye awoke, and I my world changed.\n  With concentration I could hear the thoughts of another. By exerting the right kind of pressure, I could steer a person's desire towards sharing the truth, rather than their intended lie. At the height of my dream, I could even exert my will over another to where their mind's defense broke down, leaving them obedient.\n  When I woke, I could still see it all so vividly, to include the meditative techniques I used to fully awaken my mind's eye. I scrambled for paper and quill, with the intention of recording the thoughts. It was then, as I stared at the paper, that I realized it was unnecessary. It was as if the knowledge was already etched into my psyche. All that would be necessary would be devoting the necessary time over the coming months to fully unlocking it.;;;;;;;;;;;;;;x
dw_hvevents1070a;Let the meditation begin.;;;;;;;;;;;;;;x
dw_hvevents1070b;This isn't for me.;;;;;;;;;;;;;;x
dw_hvevents1071;I let out a sigh as my meditation ends. It's finally complete. I can feel it. My mind's eye is open.\n  I walk out of my room and stop to consider the guard before me. My mind reaches out, searching. I hear his thoughts, his questioning of what my bidding shall be, and whether or not he'll be chastised by the captain of the guard should me desire have him leave his post. I smile at him, and simply wish him a good morning.\n  I stop by the kitchen, surprising the staff working there. I reach out my mind to observe the cook and ask him questions. I see his wariness, seeking to answer as careful and with as little information as possible, in an attempt to not draw my ire during this unexpected visit. I put some pressure on him with my mind and soon his responses are more blunt, and detailed. A serving maid gasps at the cook's apparent breach of etiquette. I chuckle and leave the kitchen.\n  My efforts have proven to be successful. Now that the work is done, my time can be spent trying to devise useful methods of employing my new found abilities.;;;;;;;;;;;;;;x
dw_hvevents1071a;My mind has awoken.;;;;;;;;;;;;;;x
dw_hvevents1080;"Hey boss [Root.GetGirlWomanBoyMan]! Look at what I got from a merchant. These sweeties was sad and tied up. Dangerous he said. But they're sweeties I tell ya. Just look at 'em."\n  I turn to find Harley flanked by a pair of full grown hyenas. Harley's scratching behind ears and patting bellies, while they're eating up her attention. I step a little closer, and one rolls over from its back and lets out a low growl in warning.\n  "Ah, come on now boys. Da boss is alright. [Root.GetSheHeCap] treats your Harley good. So no's growling."\n  I watch as the hyenas turn to look at Harley as she speaks, as though they understand her. They then both turn back to me, and while something tells me they're not fully on board with her direction yet, at least neither one is growling any more. I wonder if Harley's one of those animal whisperers that I hear the peasants talk about on occasion.\n  "Any ways, I just wanted ya ta meet 'em. They're sweet cuties, but I thinks they'll be helpful to on jobs, cause they's smart. Not like you boss, but then ya know that."\n  I watch as Harley then mentions that it's time for some chow, and the beasts seem to respond once again as though they understand. As they walk away, I imagine things might get interesting on occasion with them around.;;;;;;;;;;;;;;x
dw_hvevents1080a;Alright Harley.;;;;;;;;;;;;;;x
dw_hvevents1080b;Alright Harley. (Yes beastiality);;;;;;;;;;;;;;x
dw_hvevents1080c;Alright Harley. (No beastiality);;;;;;;;;;;;;;x
dw_hvevents1090;I'm enjoying the evening air when I notice a bright light streaking across the sky. A rare falling star. I understand the peasantry claim that it's desirable to wish upon them. I've also seen other texts written to indicate that high quality iron can sometimes be found should such a site impact the Earth.\n The light seems to flash a bit brighter, and I hear a resonating boom echo through the night air. Sure enough, the streak of light disappears just beyond a copse of trees.\n  I stand there for a moment, in awe of what I just saw. While I've viewed wishing upon a star to be nothing more than superstition, I've often wondered about the ore that some have claimed to found from such an occurrence. The impact site I believe is just a few miles away at most. It's night, but I could grab my horse and head out there to investigate it. Or, it might be safer to just go to bed having appreciated witnessing a rare spectacle.;;;;;;;;;;;;;;x
dw_hvevents1090a;I'll go check it out.;;;;;;;;;;;;;;x
dw_hvevents1090b;I think I'll pass.;;;;;;;;;;;;;;x
dw_hvevents1091;With it being night time, locating the impact site takes a little longer than normal. I'm also no longer alone as I came across one of my guard patrols that was investigating it as well.\n  We've spread out, lanterns held high as we scan the area. That's when one of the guards yells out that they've found something, which is soon followed by his frantic screams.\n  Weapons are drawn and we converge on the sound of the screaming guardsman.  We find a rather horrific site. At first it looks like the guard has had some kind of thick black liquid tossed upon him, akin to tar. But then as we close, we see it moves, and it's invasive. Moving around him, sliding into his mouth, his ears, his eyes. It's also dissolving or shedding his clothing, leaving tattered strips of cloth, leather and metal on the ground. His shouts soon turn to little more than gargling noises. The guardsmen look towards me and I hold my hand up for them to hold fast.\n  I survey the area further, and notice a small crater, the impact site most likely. There is a spherical rock that appears to have split, and I can see the remaining ichor flow from it, up onto, and into the unfortunate guardsman who's now on his knees and convulsing. Seeing no other impact sites, I feel comfortable that we're facing just the one.\n  Turning back to it, we're taken for another surprise, as the ichor covered guardsman forms some words, with a deep guttural voice that doesn't appear to be the guardsman's. "Where am I are we?";;;;;;;;;;;;;;x
dw_hvevents1091a;Communicate with it.;;;;;;;;;;;;;;x
dw_hvevents1091b;Burn it. Burn it now!;;;;;;;;;;;;;;x
dw_hvevents1092;I step forward and address the creature that is taking shape from as the black liquid seems to now completely cover my former guardsman. I make it aware that it is in my lands, and that it needs to give me a reason to not have it killed right here and now.\n  The creature chuckles, a deep resonating sound that seems to unsettle a few of the guardsmen, until I step forward again and raise my voice, commanding it to answer or perish. The confidence in my voice is contagious, and those guardsmen who took a step back, recover their determination. This isn't lost on the being as it takes in its surroundings.\n  "I/we are Venom. This body, Eddie, is my/our host. Kill me/us, kill him."\n  I shrug off its feeble threat, and then explain how every guardsman has the responsibility to die for me if it were so required. So I explain that unless Venom can give me reason it should be allowed to live, then I'm alright calling upon his host to fulfill his duty. The being seems to consider this.\n  "If you allow me/us to live, I/we shall give you my/our loyalty. I/we are a capable soldier. Allow me/us a home, and I/we shall protect it fiercely. Your enemies shall be my/our enemies."\n  Well, this being, a parasite of some sort, doesn't seem able to give me much beyond their support. It is quite imposing though, and I do like that whole my enemies will be its enemies part. So I guess the only real question then is whether that's enough or not to spare it?;;;;;;;;;;;;;;x
dw_hvevents1092a;Welcome to my realm.;;;;;;;;;;;;;;x
dw_hvevents1092b;You must die. (Kills Venom);;;;;;;;;;;;;;x
dw_hvevents1093;I decide that this being isn't worth the risk to my lands, and without a word, I hurl my lantern at it. It hits true, and oil and flame encase the creature. My guardsmen need no prodding, as their lanterns arc through the night sky as well.\n  The creature howls, and flails in an attempt to put itself out. As the flames burn higher, the black liquid that had begun to solidify around my guardsman begins to liquify again. For a moment, I fear I may have underestimated the creature, until I can clearly see the strands turning into smoke from the heat. Burning away.\n  The beast howls and curses me, seeming to decide that it wishes to take my life. I see it extend an arm out towards me, as if to reach me, but the flames dancing upon it appear to have burned so much that the black ichor like substance is barely covering the burning, peeling flesh of my guardsman. It's unnatural maw snaps at me, yet even part of the jaw of the creature is beginning to sag and melt away. They guardsman's body stumbles and falls flat, unable to get free of the oil and flames. We all watch in silence until all that's left is a smoldering burnt corpse.;;;;;;;;;;;;;;x
dw_hvevents1093a;You were not meant for this world.;;;;;;;;;;;;;;x
dw_hvevents1100;I'm enjoying the evening stars when I notice a brilliant emerald flash appear nearby. As I arrive to see what caused such a phenomenon, I find the ground charred and smoking. In the center is a woman, with what appear to be tentacles instead of hair, ears pointed like an elf, and green clothing with heraldry that I've never seen before.\n  I steady myself and call for the woman to identify herself. She looks towards me, her eyes a greenish-yellow. She seems to study me for several moments, and I brace myself for potential hostility.\n  "Apologies. I sought a land to die upon. I knew not that this was inhabited. I am Two Six Seven Nine Four One Six. Worry not, I shall expire soon."\n  I decide to call her Two-Six. My curiosity peaked, I inquire why she seeks to die.\n  "My planet perished. I failed to save it from the darkness. I used the remaining power in my arcane ring to flee, with the intention of dying on another world, where my body wouldn't be lost to the darkness."\n  I ask if she's wounded, and learn that without a reason to go on, that she will simply will herself to expire. I ask about the darkness, and she doesn't know much other than it came from the stars, corrupting and consuming those on her planet. She was a warrior of the light, blessed with an arcane ring, which is now cracked and crumbling. It was her weapon and her shield against the darkness.\n  If her life's purpose is lost, perhaps having her join me will give her reason to live. Of course, her appearance will certainly bother some.;;;;;;;;;;;;;;x
dw_hvevents1100a;Consider this your home.;;;;;;;;;;;;;;x
dw_hvevents1100b;This world is not for you.;;;;;;;;;;;;;;x
dw_hvevents1110;I'm visiting an inn after a hunt with some other nobles. It was agreed that a round of drinks would be welcome before heading back.\n  We've not been in here long, but there is a smell that seems off. I recall the scent, and rumors of past assassination attempts that involved explosions during seemingly innocent stops. I call out for everyone to evacuate. Those who know me best waste no time leaving, while others pause for a moment as I motion for them to leave. I grab a waitress and push her towards the door, yelling once again for everyone to get out of the building.\n  My warning was just in time, for when the room shudders from an explosion that seems to have originated from beneath the floorboards. The room is awash with fire, and I grab a cook who was stumbling out from the kitchen and shove him out through a window. I hear a creek right above me, and look up to see a portion of the roof break away above me. I put myself against the wall and brace for the impact.\n  I manage to avoid any major damage, but I'm clearly trapped. I push against it and while it shifts some. I brace myself and put my back into it, and it shifts a bit more, and then suddenly, it moves with ease. I look over to see a woman had helped me. She's a sight to behold, she's clearly strong, with muscles clearly visible. She turn towards me to recommend we leave, and I notice her white shirt has a noticeable gap in its fabric.\n  Once outside, I find out her name is Kara, and that she's been a wandering noble without a home after hers was destroyed.;;;;;;;;;;;;;x
dw_hvevents1110a;Consider my realm your new home.;;;;;;;;;;;;;x
dw_hvevents1110b;Good luck on your travels.;;;;;;;;;;;;;x
dw_hvevents1120;I'm out for a ride when I hear a loud boom, followed by smoke rising in the distance. I spur my horse towards it to investigate.\n  As I get closer, I hear shouting, shrieking, and... laughter? I arrive to find an unexpected sight. I find Power Girl holding a female jester by her cloak. And there is something on Kara's back. Horns, hooves, is that a Satyr on her back? Kara's not looking very happy, while the jester she's holding looks... delighted I guess? I ask Power Girl if everything is alright.\n  "[ROOT.GetFirstName], I..."\n  Kara is cut off by the jester shrieking in delight.\n  "No way! You're da boss [ROOT.GetGirlWomanBoyMan] around here? Your lands are a little stiff, how about's cha let little ole Harley settle down 'ere? I'm harmless, totally and honest, fer sure."\n  Power Girl gives Harley's cloak a little shake, which causes the young woman to spin around and cackle with glee.\n  "[ROOT.GetFirstName], she's hardly..."\n  "I'm Harley."\n  I half expect Kara to punch the little imp, but she seems to compose herself. "[ROOT.GetFirstName], she's the cause of what you see. I thought she looked suspicious, and I'm pretty certain this was a trap for me."\n  "Ah geez, I was just trying to help out Herman. Ya now, setting the mood and all, didn't expect it to go BOOM."\n  I guess that Herman is the Satyr, and I inquire as to why it's still on her back. Kara manages to glower even more as Harley begins laughing again.\n  "She's gotta get it off... Get it? Hahahahahaha."\n  "*sigh* What do you want me to do with her?";;;;;;;;;;;;;x
dw_hvevents1120a;You can hang here Harley;;;;;;;;;;;;;x
dw_hvevents1120b;Leave my lands now.;;;;;;;;;;;;;x
dw_hvevents1120c;To prison with her.;;;;;;;;;;;;;x
dw_hvevents1125;I'm out for a ride when I hear a loud boom, followed by smoke rising in the distance. I spur my horse towards it to investigate.\n  As I get closer I hear shouting, shrieking, and... laughter? I arrive to find an unexpected sight. I find a muscular woman with revealing clothing, holding Harley by her cloak, and there is something on the woman's back. Horns, hooves, is it a Satyr? The woman is not looking very happy, while Harley looks delighted. I ask Harley if everything is alright.\n  "Hey! Boss [ROOT.GetGirlWomanBoyMan], can we keep 'er? She's so pretty and strong."\n  The woman's gaze softens a bit as she looks me over.\n  "I'm Kara, is this, this jester yours?"\n  Kara holds Harley out towards me, the movement causing Harley to spin. This results in Harley laughing gleefully, she's clearly enjoying herself. I acknowledge Harley as one of my subjects. Kara realizes my position and lowers Harley to the ground.\n  "My apologies. I didn't know I was speaking with the ruler of these lands. Your, your subject... She ambushed me."\n  Harley starts dancing around Kara a tune. I see Harley's in one of her moods, I begin to question them to get an idea of what took place.\n Turns out Harley heard of Kara, she's apparently a wandering noble hero who's nickname is Power Girl due to her strength. She arranged a little prank that Kara fell for, with the result now being that Kara has a Satyr on her back that she needs to get off, literally.\n  "She ain't got no home boss [ROOT.GetGirlWomanBoyMan], can't we keep her?";;;;;;;;;;;;;x
dw_hvevents1125a;You can live here Kara;;;;;;;;;;;;;x
dw_hvevents1125b;Leave my lands now.;;;;;;;;;;;;;x
dw_hvevents1125c;To prison with her.;;;;;;;;;;;;;x
dw_hvevents1130;It's late and I've decided to get a snack. I'm heading towards the kitchen, when I hear a commotion down the hallway. It's coming from a door which is ajar.\n  I make my way down there and am surprised to find Kara on her knees in front of several staff members. Speaking of members, she is working all three of them.\n  She's stroking one in each hand, while allowing another to slide it's girth between her ample breasts. She's also taking rotations with her mouth, giving each one teasing licks, while taking one occasionally into her mouth for a brief period.\n  I knew that Kara had become quite lustful, yet I'm still surprised. If the door was closed, I'd not be standing here now witnessing this.\n  As I stand there, one of the servants reaches his limits and shoots a stream of thick jizz across her face. She smiles and licks the tip of the cock. The one between her breasts seems to have reached their limit, as they fire a shot straight into her open mouth. The third man begins erupting before the third is done with his pulsing streams.\n  Soon, Kara is covered with their semen, and with a smile, she asks if they've got another load in them to share. It's at that time, that she notices me standing in the doorway.;;;;;;;;;;;;;x
dw_hvevents1130a;Chastise her behavior.;;;;;;;;;;;;;x
dw_hvevents1130b;Let her have her fun.;;;;;;;;;;;;;x
dw_hvevents1130c;Your Silence for a favor.;;;;;;;;;;;;;x
dw_hvevents1130d;I think I'll join too.;;;;;;;;;;;;;x
dw_hvevents1140;I've noticed it for a couple weeks, that Kara doesn't seem to be getting as upset with Harley as she was in the past. And while Harley's still filled with too much energy, she's drastically scaled back on her embarrassing pranks towards Kara.\n  After a day at court, when most of the people have filtered out, I notice the two talking about grabbing something to eat at the inn in town. I make my way over to them, and comment on how friendly they've become.\n  Harley yelps like she's seen a mouse, and hops onto Kara's back. She then goes into a laugh, that sounds more nervous than maniacal.\n  "Ah, yea, haha. We're not friendly, an' we ain't talkin' 'bout dinner. We's uh, a duel. Yeah."\n  Kara let's out a sigh, tries once to peel Harley off of her back, and then just leaves her hanging there.\n  "So, Harley isn't that bad. And yeah, I'd say we're being friendly. I know, a hero and a villain, it's supposed to be like dogs and cats."\n  "I like kitties n' puppies."\n  "*sigh* Yeah, anyway, if we're friends, it's not a problem, is it? I mean, would you rather we be tearing up the place constantly?"\n  "Ah, Pee Gee, ya really see me as a friend?"\n  Harley gives Kara a hug, until she seems to realize that I'm still there. Her eyes pop open, and she looks at me a little nervous. I wave them off and wish them well with their dinner tonight.;;;;;;;;;;;;;x
dw_hvevents1140a;Interesting;;;;;;;;;;;;;x
dw_hvevents1150;I'm traveling through the country side when I notice that the fields look more robust than normal. I comment on it to one of the laborers working the field, and they share that it'll be a good harvest due to the nymph's blessing. Curious, I direct the peasant to share all he knows of the nymph.\n  It apparently resides in the nearby woods, and while none of seen her up close, many have seen her briefly from a distance. I decide to look into it, and while riding through the woods, I hear a familiar voice call out to me. Looking up, I notice Poison Ivy up in a tree, where she's stroking some vines as if they were loved pets. Of course, it's clear now the source of the peasants 'wood nymph.'\n  I commend her on the state of the fields, and she shrugs, sharing that she didn't purposefully encourage the vegetation there to grow. That if anything, it's simply a side effect of the time she's spent recently communing with nature.\n  I take the opportunity to inquire about her rather unique ability to inspire vegetation. She laughs it off, and asks if I'd believe that she's the child of a human and a forest spirit.\n  I try to read her expression, seeking insight as to if she's joking or not. Unable to clearly tell, I ask if she's serious. She gives a light hearted laugh, and then a simple shrug. "Perhaps. Or perhaps it's just a young girl's fanciful dream as to why she is what she is?";;;;;;;;;;;;;x
dw_hvevents1150a;An unexpected bounty.;;;;;;;;;;;;;x
dw_hvevents1160;I'm stopping by the armor to pass some time and look over their stock. When I get there, I see Natasha being assisted by the armor.\n  She notices me watching, and once the armor is done, she asks for my opinion. It's definitely different from the normal black cloth and leather outfit she normally wears. It looks like it'll provide her some more protection, but there's something different about it still.\n  The armor seems to notice this and motions for Natasha to stand over in a shadowy corner of the room. She moves there, and I see the difference clearly. The design seems to do a much better job than her normal garb in blending in with the shadows.\n  I inquire about it with the armor, and he shares that Natasha has worked with him on it for the past several months, trying out different approaches. They found that while her normal garb works well in concealment from a distance, up close, it's largely uniform shape seemed to draw attention to it, as though it was too uniform to blend in properly when viewed up close. While by breaking up the design, with smaller patterns and layers, seemed to make it harder to see it in closer quarters.\n  Natasha nods in agreement with the armor's explanation. "The perfect garb for infiltration or assassination."\n  I nod in understanding, and then make the mental note to stay on Natasha's good side.;;;;;;;;;;;;;x
dw_hvevents1160a;Your prowess is impressive.;;;;;;;;;;;;;x
dw_hvevents1170;I stop by the training yard to do a little workout, and find Red Robin is already there. I've heard he's been coming here a lot more than normal lately.\n  He's working over a training dummy with a variety of moves, but something seems a little off. As I move to an area for my own warm-up, Tim stops mid-swing and tilts his head towards me. I then notice that his eyes are covered. That explains what was off about his strikes, they weren't quite as crisp as normal, yet they far exceeded what I'd expect from someone who couldn't see their target.\n  I ask him if he's been wounded. Recognizing my voice he greets me.\n  "Good day [ROOT.GetFirstName]. I'm fine. This (he taps his eye covering), is something I thought of in order to try and improve myself. I was in a recent bout, and some dirt got into my eyes. The tide turned almost immediately, and I'd like to minimize such an impact from happening again. I don't suppose you'd be willing to do a little sparring with me?"\n  I oblige, and we have an extremely good session. Tim struggles more than normal against me, yet at the same time, it's much better than I'd expect for a person who was robbed of their sight.\n  When we're done, he shares that it's helped him a bit even when not wearing the blindfold. As he's learned to be more aware and quicker to react. Although he isn't certain how much longer he'll be able to keep up the intense training, he's happy with the results so far.;;;;;;;;;;;;;x
